id,promedio_votos,total_votos
11620,7.0,64
43354,5.9,5
272,7.5,7511
5845,6.6,17
15767,6.4,41
44524,7.6,20
15648,5.5,207
9709,6.0,59
29080,6.7,10
10274,5.3,4
45881,5.4,15
25248,7.3,24
11451,5.1,559
25312,6.0,8
11683,6.0,395
9722,4.8,463
2287,5.9,13
18497,6.4,10
47924,6.0,1
43888,3.0,2
2994,6.1,23
76094,5.3,10
1382,7.0,108
9534,6.7,66
33908,6.7,81
14653,5.9,18
9976,5.0,42
276,7.2,83
28000,6.8,30
38731,6.1,17
25876,5.9,9
93775,5.7,8
25426,3.8,5
38046,2.9,12
24703,6.8,9
2151,5.3,32
42491,6.3,22
102841,3.7,3
42488,6.9,21
120747,5.0,2
26323,4.8,8
12574,4.3,36
115565,5.6,4
22968,6.4,13
31901,5.1,9
50536,5.9,21
15719,5.0,9
28455,5.4,26
15938,6.4,15
2095,5.2,13
18503,6.5,55
20914,7.9,112
22553,6.5,22
26762,6.0,12
34308,7.3,42
43809,6.0,7
11588,5.8,64
74,6.2,2397
16659,5.4,12
39464,6.3,26
28270,6.8,26
4889,5.3,24
1667,6.9,371
78293,5.6,5
100196,6.1,6
13014,6.2,38
18257,6.2,19
7233,5.2,96
78344,7.0,4
73376,4.9,7
9009,5.3,275
1553,6.8,114
9738,5.5,3040
14278,6.9,23
55650,6.3,16
125360,7.5,4
9522,6.4,1406
14922,5.6,36
77593,3.5,3
17599,6.2,31
28706,7.0,2
48232,6.2,27
26654,5.6,14
1826,6.8,156
54858,4.8,8
43100,7.3,16
36484,5.9,4
21886,6.7,6
84079,7.4,19
43367,5.6,10
21115,6.7,25
36401,6.5,6
38530,6.2,7
38516,6.9,9
14646,7.2,36
10476,6.9,101
11309,5.6,88
34012,6.0,14
21366,6.0,17
31063,5.4,20
33693,6.3,8
1635,6.5,1813
13341,5.7,73
1696,6.6,329
1665,5.3,95
9775,6.8,11
11459,5.8,568
10048,4.9,341
11648,5.8,142
15258,6.0,47
123049,6.0,6
42719,6.8,12
41776,6.3,5
72899,6.5,12
57866,5.2,6
10542,5.7,23
12497,7.2,24
5237,6.7,34
32242,6.3,36
37632,4.3,62
16320,7.4,1287
19112,7.3,9
37640,7.6,10
193661,5.5,2
12259,6.9,58
308,6.8,359
25074,6.9,34
26935,7.4,19
5319,6.5,24
27449,6.9,30
85783,7.2,13
39946,7.3,22
54139,6.9,6
26579,5.7,38
40254,5.8,26
18882,4.0,38
42689,5.6,10
6519,5.1,321
13919,6.7,62
25956,5.8,7
1444,6.5,66
11453,4.6,232
9913,6.4,588
8292,6.7,617
13922,6.8,91
24461,6.5,26
14166,5.9,44
501,7.3,213
31542,7.1,30
28201,6.6,32
18165,7.0,25
27292,6.1,26
57103,7.2,7
37204,6.4,15
41279,7.0,3
32051,6.9,34
37284,5.4,22
37254,5.8,26
18976,6.5,61
42741,7.1,29
17110,5.8,33
25975,6.3,16
17824,5.5,54
11328,7.2,86
108348,4.5,3
15907,7.0,42
68850,6.5,7
46825,7.1,15
22965,6.4,5
11848,6.8,83
34921,7.4,5
37270,5.4,24
27217,6.5,4
25199,5.6,44
53857,7.0,2
306323,5.5,3
52660,6.4,16
85420,4.5,4
43313,6.1,8
12147,4.5,3
31977,7.7,40
6957,6.2,2020
1917,6.0,10
79684,8.5,2
16764,5.2,37
11460,6.2,471
33459,6.1,6
14674,6.1,27
14134,7.1,60
19404,9.1,661
42034,7.1,9
35304,5.5,8
94529,5.4,4
445,7.0,228
74840,7.4,8
9564,5.9,409
102081,6.4,8
21290,7.1,18
20874,6.9,51
37185,7.0,19
17186,5.4,29
14175,5.2,239
4442,5.6,847
59882,4.8,6
22741,6.0,2
44413,6.8,10
65513,5.7,23
13169,6.4,11
9042,5.2,204
17926,4.5,13
15022,5.8,32
1985,6.9,428
9335,6.2,1076
56214,7.0,2
9007,6.5,595
9777,6.2,182
1830,7.0,1356
7182,4.7,49
10092,5.6,127
340,7.4,251
1546,6.2,68
23703,5.4,9
47488,3.8,10
15155,6.8,7
78734,5.0,5
51277,5.0,6
61675,6.0,11
59704,6.1,5
65215,7.0,113
36832,6.7,7
17386,5.8,22
16374,7.2,16
14759,6.8,19
121043,5.0,1
10753,6.9,93
27053,7.4,25
30230,5.2,6
11636,7.0,176
44407,6.4,7
43529,5.8,10
22575,6.7,26
14286,7.8,33
61044,6.7,16
1676,6.4,20
27645,5.5,5
34181,7.3,33
26259,6.9,28
77744,5.3,8
8814,5.0,619
9923,6.0,450
7553,6.2,241
8202,5.4,717
3118,0.0,0
2125,5.7,26
1947,6.7,165
9074,5.4,137
16133,7.6,55
10319,6.6,44
28001,6.2,18
49220,5.4,7
17584,6.8,9
42168,7.5,2
29656,6.8,8
8643,6.3,675
9315,6.1,796
3933,7.2,1957
8923,7.1,652
59,6.9,850
257,6.7,283
15487,6.9,112
398,6.9,394
18651,6.8,10
30941,6.4,40
10254,5.3,13
647,6.7,290
349,5.1,7
14544,6.0,28
20668,5.4,8
11968,5.8,466
27176,5.8,16
14517,6.6,107
88286,7.4,4
33623,6.4,23
31227,5.2,10
120515,5.1,7
36909,5.9,15
56518,6.2,13
17209,5.6,40
10087,7.1,8
11627,6.8,16
34870,6.6,14
533,6.8,660
10703,6.0,46
5236,7.2,900
32237,5.9,30
11344,7.5,170
9060,6.4,58
31056,7.9,65
43807,5.9,12
14788,6.4,36
5471,6.1,62
19082,7.5,33
46315,6.9,53
45799,6.4,24
36498,7.1,17
9763,6.6,244
30082,6.0,2
56475,7.5,2
24019,6.8,52
15058,6.7,144
10017,5.9,109
10475,6.4,46
1559,5.8,36
20674,6.3,17
3527,6.4,23
27974,6.8,12
11931,6.0,446
32990,6.8,18
17010,5.3,15
27759,6.5,38
21838,5.8,36
12612,6.9,18
26513,7.6,38
43110,5.0,2
10707,6.9,229
9910,5.9,156
38583,6.1,7
77468,5.7,3
15493,6.6,27
53864,5.1,6
142,7.5,1531
56778,6.0,3
9621,6.1,335
9701,6.9,127
45899,6.7,5
3291,6.8,274
34662,10.0,1
12920,6.4,72
56798,5.9,8
20853,6.5,23
16608,7.1,221
25517,5.4,8
16430,7.8,4
24408,5.9,22
791,3.8,191
19965,6.4,7
38828,4.4,20
33241,6.5,4
53935,7.0,1
2610,5.7,80
21246,5.8,9
9729,5.9,67
15276,5.2,50
191599,0.0,0
8066,6.5,346
18428,5.0,1
1656,5.9,909
182097,0.0,0
41566,6.8,8
6963,6.0,292
215,6.3,1288
2313,5.7,268
45967,7.1,13
37124,6.6,16
16729,7.0,51
178469,6.0,2
31718,6.6,17
226594,6.0,5
10915,6.6,27
5335,6.8,51
9993,5.9,25
8274,5.3,553
25918,6.1,21
29111,5.4,15
20128,7.3,42
26845,6.5,42
18994,6.1,38
12617,6.9,24
10799,5.5,57
42000,5.8,16
36102,7.0,20
3554,6.3,6
14897,5.3,8
1951,6.9,81
68013,5.0,1
16022,6.2,13
23196,6.6,20
25763,5.0,27
35580,5.9,16
259,6.9,19
34207,7.2,17
32117,7.0,22
19354,7.8,36
28170,6.0,17
10851,6.3,415
16231,5.5,16
81220,5.0,2
25,6.6,776
105299,5.8,5
15083,6.3,5
9982,5.6,974
13994,6.0,33
73473,5.9,4
12877,7.2,155
11661,7.2,216
5620,6.2,21
23220,6.2,46
43440,6.1,7
39261,6.3,27
54801,5.4,13
28667,6.4,36
38761,4.9,25
7974,7.0,40
60409,7.7,3
44389,4.5,4
10060,6.3,188
46917,7.3,13
10033,5.9,424
231,6.3,455
59388,6.8,18
41764,6.0,10
28212,7.4,26
68098,4.8,6
8999,6.1,322
8555,5.5,136
4348,7.8,1406
47540,3.7,5
10064,5.4,82
125300,4.0,2
9885,6.1,288
9392,6.9,1029
47473,7.6,24
20347,6.2,17
14837,6.3,21
674,7.5,5758
24625,5.2,13
69,7.3,732
1833,6.7,159
44163,6.3,13
65045,6.4,9
46591,8.4,23
6795,6.1,808
11421,7.4,142
7301,6.4,26
108843,3.9,5
16156,6.8,16
24618,5.2,26
1420,7.0,77
9005,5.8,83
13499,5.7,233
17952,4.5,21
7548,5.9,128
20436,6.0,2
7010,6.3,62
6529,6.3,42
20345,7.1,90
15184,6.0,39
86666,5.8,13
24223,6.7,8
3124,6.5,26
8425,6.8,12
44710,5.7,24
2153,7.1,91
48121,6.4,5
42489,6.5,11
116,7.2,1134
35124,7.5,23
43176,5.0,11
5741,6.8,8
20416,5.7,63
41189,6.7,8
19215,7.0,4
84090,6.8,4
61340,0.0,0
253250,6.0,1
67,6.9,63
64972,5.3,3
411,6.7,2709
254,6.6,2403
1904,7.3,670
9043,6.1,256
2008,5.0,29
21454,7.0,28
42687,5.9,5
27915,9.0,2
14695,5.1,80
27031,7.9,38
55396,6.8,4
917,6.8,11
17595,8.0,3
43322,7.0,12
43118,7.0,21
19058,4.1,18
36826,5.7,5
22908,7.3,18
42234,6.2,13
9515,6.2,137
16151,5.3,11
29595,6.9,24
9721,4.3,51
20858,5.6,23
35896,5.9,9
80316,7.5,4
23478,6.5,41
92272,7.2,6
84847,6.8,4
43812,6.2,8
23606,7.1,27
2777,6.3,17
25651,4.5,8
25650,7.2,17
8290,7.8,234
17382,6.1,20
8053,7.0,180
20003,5.5,15
43350,6.0,13
11466,7.2,20
21040,6.3,9
13653,6.9,42
36775,4.6,7
56373,6.4,31
612,7.0,706
9899,6.1,153
546,6.9,149
2800,5.3,309
9641,5.8,542
7552,5.9,639
9927,5.6,110
9681,6.2,219
10773,6.4,62
18840,6.9,21
18189,4.9,26
4495,7.5,75
22014,6.2,5
18614,6.9,16
22975,7.4,33
10597,5.6,49
88953,7.5,10
10809,4.3,6
13925,7.1,148
9687,6.5,165
33081,6.3,20
20546,6.0,16
20530,8.2,70
9568,5.1,60
43899,5.4,13
107667,7.0,2
18809,6.5,10
17835,7.9,54
6935,5.8,140
20641,6.8,14
154105,3.0,2
66192,5.3,8
11400,6.4,336
37910,6.5,62
90967,7.5,1
13669,7.1,35
60566,4.7,7
30095,6.8,22
16665,6.9,33
63395,7.0,1
43355,5.5,8
14241,6.9,21
79406,6.2,9
92285,0.0,0
42269,8.2,29
38785,6.5,2
55544,7.5,8
4550,7.4,362
36380,7.5,19
68646,2.0,1
16433,6.0,11
30669,5.2,9
78315,5.6,7
44345,7.1,28
46041,6.0,22
21735,6.6,20
6934,8.3,6
174865,6.8,4
34081,5.6,38
10045,6.5,572
168705,3.6,120
1690,5.7,913
9900,6.6,222
9044,6.4,240
9918,7.2,145
17379,6.4,123
10982,6.0,491
25608,5.0,3
834,6.4,1548
25890,5.6,12
39345,5.4,83
44940,6.8,11
26782,7.5,35
37865,6.0,31
27742,7.6,8
72856,2.5,2
4772,6.9,48
14226,7.3,21
2455,7.1,25
12701,5.3,22
21519,7.1,93
27622,6.1,8
43626,4.0,3
16553,6.9,181
25652,6.3,12
45802,7.6,11
39788,6.9,16
12517,5.6,62
65891,5.1,23
24580,6.6,43
11246,4.7,79
49683,4.9,15
52728,6.1,7
23957,7.7,36
49653,6.8,5
27344,3.8,7
7295,4.1,28
78237,6.8,17
29952,7.0,15
28638,7.0,26
14942,6.7,12
7509,6.7,35
24269,6.9,14
2117,7.1,109
47250,5.5,4
36768,6.4,8
29040,5.8,12
9912,7.3,168
24163,6.9,48
1969,5.8,319
31858,6.4,19
8435,6.2,43
34187,5.7,20
12116,7.6,24
53367,6.5,27
38349,5.8,16
124484,7.0,1
45759,5.3,10
11183,6.6,191
13275,6.0,94
11565,5.4,376
11283,6.4,742
97936,8.3,2
19416,6.9,7
17,5.6,76
27568,5.8,31
27629,4.5,2
45726,4.3,6
33117,8.0,1
108994,8.0,1
54227,6.0,6
25167,5.8,36
16452,7.1,14
61105,6.3,14
31894,6.4,26
9286,5.8,1000
86168,6.6,8
15363,6.2,49
30712,5.7,9
31416,6.8,22
292,6.5,29
37631,6.7,10
77291,4.9,8
196918,5.0,1
1544,7.0,181
1651,6.7,33
33095,7.1,42
33799,6.3,5
42328,5.1,13
31432,6.6,8
61559,4.7,6
20981,6.9,41
12096,5.6,570
33061,4.9,60
5145,6.6,42
9975,6.1,109
9754,5.6,270
36495,6.9,13
52612,6.0,11
23965,6.5,17
29269,6.7,16
10053,5.4,273
10263,5.1,64
7515,6.1,96
15675,8.2,5
9959,5.2,71
14256,6.7,28
9036,6.7,553
10073,3.6,225
7304,7.0,332
16781,6.0,77
24432,3.2,18
9920,4.8,468
10025,5.8,512
9682,5.0,154
17700,5.7,21
2207,6.2,675
14086,6.3,9
14887,5.0,12
44435,5.8,32
18747,6.7,51
9756,5.9,76
34581,6.0,3
6877,5.5,407
14609,6.5,85
950,6.5,3034
10912,5.9,34
9968,6.3,91
4173,6.8,28
43386,5.9,6
10116,6.4,54
113479,6.1,10
18493,7.4,20
16791,5.5,67
7483,4.8,16
20442,6.6,45
15590,4.6,73
1967,5.2,42
752,7.7,4562
9655,6.4,691
9388,7.1,670
9950,6.5,139
388,7.3,1671
868,6.9,96
14191,5.8,372
25874,5.4,15
18009,4.8,51
19286,5.0,42
19287,3.6,34
18011,4.4,29
114875,7.0,1
49781,6.6,15
9648,6.1,23
1379,6.6,27
62719,6.4,13
29481,6.1,20
9792,6.1,726
10067,4.5,138
55676,8.3,31
11573,4.1,12
46828,3.8,44
35555,6.5,5
582,7.9,977
52885,6.8,17
143223,8.0,1
42120,6.9,22
88811,6.7,6
669,7.2,50
49361,7.6,59
98864,6.4,10
37939,6.3,23
32052,6.7,15
34732,5.4,12
12763,6.6,171
56935,5.4,13
13222,8.1,33
42112,6.8,36
48764,6.8,23
1561,7.3,45
31289,6.2,38
186,7.4,1356
8410,5.7,15
51311,5.9,7
21843,4.9,5
219,7.3,419
65873,6.0,1
13751,6.7,85
52345,7.5,53
53961,7.4,27
10292,4.9,55
15639,3.3,17
10069,5.3,157
43887,5.5,9
3093,4.6,183
9270,6.8,366
11291,6.9,22
28349,3.9,9
10177,6.1,42
12591,5.3,57
18045,5.5,22
16070,7.3,118
11348,6.0,137
13960,6.0,33
41263,4.1,6
9035,6.3,324
9957,5.2,248
30139,3.7,10
9389,6.7,78
460,6.6,10
28752,6.5,32
19059,5.8,17
8998,5.1,132
44947,7.2,13
13468,6.7,25
20521,6.9,23
25428,6.5,2
53296,6.2,14
79363,6.5,11
34193,7.0,59
4441,7.0,152
84954,5.5,5
11490,7.0,49
11304,7.6,21
55368,7.2,27
18276,5.5,44
26514,6.7,24
4257,5.3,779
2652,6.8,726
19592,5.7,75
1629,7.4,29
17111,6.8,180
9526,6.4,84
19126,5.7,20
80556,6.9,8
39045,5.3,4
27201,5.5,16
5820,5.8,230
19661,6.5,20
41338,6.8,10
9904,5.1,246
50724,4.8,14
588,6.3,1093
17247,5.6,24
9310,4.9,97
48369,7.4,15
18858,5.5,33
35545,6.1,9
1557,7.1,55
16367,6.3,89
17131,6.2,25
8982,6.8,171
956,6.5,2062
36253,6.9,20
31506,7.7,19
42512,7.5,14
1416,6.8,29
9530,5.6,503
9829,6.9,377
10115,6.3,153
560,5.8,21
5717,7.0,13
41292,7.3,18
14384,7.1,42
28432,5.8,15
19719,6.1,8
10008,5.3,143
7870,6.0,64
34019,7.6,28
7518,6.3,1116
9786,6.1,68
503,5.5,594
591,6.5,2773
36668,6.3,3581
9767,5.6,851
13689,7.3,95
18164,7.0,20
15013,6.3,8
21014,5.2,18
920,6.6,3991
18484,6.4,20
9700,5.9,25
14167,5.7,12
12261,4.3,20
59892,7.4,16
15264,5.9,17
20330,7.0,21
44126,3.7,9
55418,7.8,5
101908,5.6,8
12766,6.9,37
15402,6.6,44
26116,5.2,18
32446,5.2,15
80919,4.6,13
15366,5.4,13
53905,5.1,12
38344,6.4,9
806,5.3,287
20021,6.5,20
9353,5.6,368
2044,6.5,689
9339,6.0,2167
20945,6.4,23
122271,7.5,2
50254,6.9,8
28249,6.5,2
350,7.0,3198
58,7.0,5380
1819,5.4,421
2295,6.9,407
9697,5.3,415
4474,4.8,453
43240,7.8,7
30022,6.1,11
28673,4.3,7
20556,7.6,32
4962,3.5,4
10007,4.8,146
1887,6.5,662
1841,5.6,19
71762,6.6,12
13508,7.2,59
1611,6.1,37
48693,8.0,31
1781,6.7,257
43155,6.7,7
16270,5.9,46
8997,4.8,60
42003,8.4,5
63100,4.7,9
18404,4.3,13
51571,6.7,5
16074,6.8,12
10947,6.1,1048
71769,6.0,1
34787,6.0,11
29138,8.1,8
17628,6.3,17
8443,6.1,14
18553,4.4,6
26567,7.0,3
34186,7.0,37
17021,4.9,14
53231,5.0,3
22747,5.7,28
27320,4.8,16
17741,5.4,17
25563,7.0,17
146322,6.5,4
43147,10.0,1
7549,7.3,396
151590,6.2,6
41796,6.5,17
9615,6.1,1749
9513,5.1,477
20604,7.8,41
410,6.7,12
31692,5.6,19
25509,5.8,7
31998,6.0,5
9917,6.6,51
10770,5.9,69
4375,5.5,14
8008,5.5,27
60269,5.9,8
51303,6.1,9
1452,5.4,1429
43654,5.7,12
7872,6.7,32
57406,6.4,7
18191,6.0,50
14474,5.8,27
773,7.5,1728
16429,6.7,5
19999,7.0,1
126090,6.4,8
36576,3.6,42
33005,4.8,36
36762,7.2,11
19676,4.4,13
10308,7.5,14
34380,7.1,7
19972,6.1,36
21631,7.1,32
35955,6.3,6
41214,6.1,10
1164,6.9,1083
71282,5.9,7
72881,5.7,9
9520,6.0,50
42839,6.5,15
32740,5.5,47
13141,5.8,20
31915,5.4,25
45817,5.9,9
43838,7.1,35
31463,5.3,10
39083,4.3,15
11554,7.0,22
25305,6.6,21
35199,7.3,10
15383,7.8,117
47850,5.5,16
9072,5.3,269
43903,3.1,5
43600,6.2,8
73907,5.5,10
27716,6.5,25
54111,6.2,26
9727,5.3,23
14120,6.1,15
76344,4.0,6
42636,6.3,13
9297,6.3,912
26826,6.0,2
81312,5.8,14
5070,5.5,35
13802,6.1,20
43778,7.0,10
326,5.1,504
512,6.4,435
9718,6.2,497
1593,6.4,2949
1852,5.9,461
1262,7.1,743
43610,5.8,4
126781,7.0,1
47758,5.0,5
13338,5.9,7
82,5.7,494
14963,5.1,13
9921,5.7,24
36342,7.2,10
51043,5.2,30
24164,6.5,28
1986,7.2,40
31152,6.5,18
1402,7.7,2607
2805,6.6,10
9293,5.9,375
9906,5.5,375
84956,7.1,7
35075,5.7,3
55587,8.3,4
43597,6.4,8
47880,6.8,10
31032,6.8,46
51857,7.0,46
42479,5.5,3
145899,7.7,3
43542,6.1,18
1948,6.6,1172
148,6.8,52
9951,5.3,13
77221,5.9,77
77250,5.9,6
52452,4.0,4
31979,2.4,6
5289,6.1,278
9782,5.5,58
9907,5.3,230
42501,7.4,39
27203,6.2,7
63618,6.9,6
35921,6.8,23
15696,7.1,19
19017,6.7,33
42756,5.7,9
37929,6.9,21
9762,6.7,1092
14113,4.9,140
15049,6.5,43
86604,6.3,3
21712,8.0,46
15414,5.8,14
7859,6.5,243
16998,6.1,21
25645,6.7,24
58311,5.6,12
18672,6.9,28
39776,6.9,10
11559,6.3,147
31513,6.2,5
10348,6.3,74
26718,5.8,14
1023,7.4,190
59964,7.1,8
71436,5.7,3
2168,6.7,50
10118,4.8,149
9788,6.2,412
14174,5.2,72
11689,6.8,123
39797,1.0,1
39749,4.4,10
14893,6.6,14
33813,6.4,18
1540,5.6,11
26502,6.8,20
57840,7.0,9
1491,7.1,1657
34233,6.3,10
33792,7.0,12
51601,6.3,4
1165,6.8,344
7291,6.7,115
9988,5.8,173
24115,5.1,20
11652,6.7,230
13816,5.1,17
34006,5.3,8
22238,6.1,13
4913,6.5,4
63848,6.4,9
43006,6.3,4
19072,5.9,25
44892,7.5,39
15265,7.7,101
25599,7.3,42
11227,6.8,172
29589,6.5,17
33810,7.5,22
43841,7.2,19
41937,8.1,4
64499,7.0,7
24055,6.2,15
14597,6.7,36
40769,6.1,8
9708,4.0,355
14351,4.2,10
9813,6.1,73
27453,6.3,9
39382,6.4,8
271,6.6,57
35327,5.2,13
49940,5.0,11
22471,6.5,17
1116,7.1,155
29966,5.8,16
43231,6.6,23
41508,6.7,29
61564,5.7,21
50070,5.4,8
37628,7.4,21
55343,6.6,15
5072,6.4,169
2566,7.1,30
1249,6.1,101
9954,5.2,295
43829,6.1,17
171771,0.0,0
7511,5.9,125
32687,6.0,7
14057,5.5,29
13075,6.3,43
24916,6.0,15
7512,6.3,681
1776,6.6,119
1963,6.7,49
58905,3.0,2
10846,6.9,110
32969,6.8,24
1381,6.8,852
15097,7.7,193
34068,6.3,16
43837,5.6,14
15374,5.9,23
15242,6.4,26
125759,7.0,1
300,6.8,253
31148,6.8,9
16411,6.3,46
44046,5.3,16
52859,6.4,18
76117,7.2,6
9676,5.7,292
6948,5.6,63
15213,5.9,55
9766,6.6,210
32761,7.6,65
12249,6.8,22
34127,5.2,11
390,7.4,17
66487,6.8,4
1595,5.4,14
1622,6.9,27
15742,6.3,61
161277,0.0,0
43410,6.5,12
5726,5.9,11
1666,7.0,81
5721,5.5,16
41758,6.4,14
51079,6.9,6
43122,6.2,11
1579,7.3,1252
119907,5.0,1
65488,5.2,13
9664,6.3,274
12094,6.4,306
1717,5.7,95
15624,6.2,38
15997,6.1,126
47190,5.0,1
2753,6.8,12
496,6.5,1617
40862,8.0,6
1417,7.6,3122
24751,3.8,12
4643,6.8,394
7484,6.1,676
9842,5.6,112
36249,4.0,6
111642,8.0,5
27275,7.4,43
1422,7.9,4455
10781,5.9,412
9794,5.4,156
9978,5.1,219
30025,3.9,4
14812,6.3,18
164687,5.8,4
8332,6.7,38
3593,6.1,15
7510,5.8,80
28115,4.9,9
28297,7.1,40
16548,5.7,21
1975,5.3,288
9895,5.8,129
8975,5.0,165
9672,6.4,60
15005,6.1,12
39183,4.7,3
42236,7.1,24
52360,4.5,4
98498,9.0,4
46774,4.8,5
86,6.4,34
78479,7.0,13
10070,6.1,162
13209,6.7,27
1440,6.9,243
13364,7.5,57
43847,6.4,6
28932,6.5,30
18925,6.6,64
77198,4.6,5
1523,7.4,568
14201,6.5,17
1378,6.3,141
49481,4.9,8
9693,7.4,2120
1124,8.0,4510
3683,6.7,532
14012,6.1,52
43673,5.7,13
4285,6.8,6
14097,6.8,65
59500,5.9,17
78507,7.4,15
8194,6.8,98
5890,6.4,45
6077,6.9,66
214,6.1,1104
1123,6.4,26
21173,5.7,18
50573,6.4,21
36922,6.0,6
43071,6.4,13
59087,7.2,19
14620,4.6,255
43884,6.8,18
80427,6.8,18
21156,6.7,18
11619,6.0,909
1427,7.1,1198
23030,5.9,29
13767,5.0,241
19109,5.8,27
33218,6.4,26
144541,7.6,5
24553,7.3,14
21057,6.3,46
68736,10.0,1
67880,3.5,4
35561,4.8,8
60567,8.0,16
4928,5.8,16
27295,4.4,18
55831,6.8,3
12486,3.2,13
20785,7.3,11
9726,6.5,360
2152,6.5,12
36215,6.5,24
61650,6.7,24
10093,5.1,61
14799,5.9,44
29044,6.6,9
13542,6.4,10
21710,6.6,17
8588,7.5,39
36557,7.3,3930
9836,5.9,1457
9809,5.5,70
7551,6.6,1519
10741,6.4,120
9969,5.1,109
2357,6.6,50
1581,6.7,1259
21600,4.8,8
57977,6.6,14
313,7.3,51
7873,6.3,198
14823,6.5,34
27387,4.4,18
8324,5.9,101
29415,6.6,17
27019,7.5,25
85505,6.0,3
42822,5.8,10
5698,7.1,116
36265,7.8,34
2179,6.5,419
39219,5.4,6
47156,4.7,6
15152,7.2,342
14457,5.2,53
76211,6.1,13
38450,6.6,13
15804,8.4,45
14978,4.4,5
2447,6.4,36
10032,5.1,162
9796,5.3,197
1372,7.4,2344
22440,6.3,24
39554,5.3,10
17604,5.7,13
15077,7.1,37
18147,5.5,68
54910,6.0,1
9986,5.8,300
2486,4.9,990
1246,6.5,858
43970,8.1,4
18615,5.8,73
40574,6.9,14
13210,7.0,36
25060,4.4,12
12795,5.2,48
11653,6.3,85
16066,6.3,6
95797,7.3,10
77966,6.3,14
55819,6.2,10
46948,5.6,14
97519,4.6,7
43791,6.8,24
82944,6.5,8
14202,7.1,319
11170,6.7,189
12924,6.9,108
30060,8.0,36
1247,6.3,342
1125,6.6,292
8436,6.7,32
14277,6.3,16
11214,7.5,18
33583,6.9,50
1646,7.6,368
58923,7.0,10
47143,7.4,8
7736,6.7,12
1730,7.1,249
42241,8.0,15
20537,6.3,25
12812,6.9,5
8618,6.6,66
1259,6.9,239
20842,5.3,28
10908,5.1,52
34943,6.0,10
27067,6.7,14
9053,5.0,207
1494,6.6,206
13318,6.9,68
10462,4.9,16
182,5.9,87
31048,6.1,12
1251,7.2,553
43512,6.0,4
9656,4.8,119
5393,4.6,108
14171,5.5,48
14396,4.7,78
1931,6.1,90
13967,6.3,143
9992,6.0,663
16371,5.8,22
19344,6.4,55
8275,5.3,507
79767,6.4,5
2433,7.5,74
2204,7.2,45
42567,4.7,10
26518,6.3,36
14449,6.2,37
13771,6.5,48
33375,3.0,1
10810,6.1,14
1773,5.4,7
11578,7.2,34
11972,7.6,45
38025,5.8,9
27095,4.9,14
31325,5.7,19
4283,4.7,45
7457,6.6,463
8398,5.6,253
13551,6.4,66
36878,7.8,15
19166,4.9,54
43470,7.6,8
3549,7.2,102
25648,7.1,61
11225,8.4,5
6166,6.8,33
19629,4.3,6
12183,5.2,16
56705,5.4,20
27337,7.3,34
78318,6.4,5
37952,7.3,16
46919,7.3,54
1265,7.0,1146
14137,5.3,22
15689,4.0,12
27432,6.5,27
36877,6.7,27
14891,5.6,17
12547,6.3,12
25623,7.1,117
13140,6.1,18
13365,6.9,12
10758,6.6,132
26594,5.5,58
22473,6.4,31
51863,7.5,21
50754,7.5,20
74126,6.8,9
16138,6.3,38
13668,5.8,109
7516,6.4,541
10075,5.5,92
9760,3.2,334
9966,5.6,216
1257,5.8,194
1248,6.0,666
9757,5.0,434
56165,4.7,3
90560,7.3,10
5206,6.8,58
14761,7.5,56
1252,6.0,88
2062,7.5,4510
11650,5.9,35
12580,6.1,25
40641,7.3,27
23544,6.9,12
2266,6.7,213
5172,6.2,124
15962,6.8,12
9965,5.5,55
13127,6.8,72
34866,6.8,6
37725,6.3,279
40973,4.8,9
63460,6.0,14
13517,4.7,18
22105,5.4,23
2016,6.7,96
3024,0.0,0
47200,6.0,4
17266,6.3,54
9828,6.4,116
34038,5.8,28
71506,4.7,3
74581,6.7,11
9958,6.8,53
1250,5.2,1754
4169,6.5,174
16555,6.6,19
11172,6.2,569
3594,6.3,1045
10090,5.6,72
7874,6.6,247
14845,5.8,27
29965,6.8,12
13916,5.6,9
52920,8.5,7
48215,5.1,4
22485,6.9,10
13393,7.8,32
12271,6.2,83
40394,4.6,20
17919,7.2,25
13185,6.2,61
26655,3.6,16
42630,6.6,10
22172,5.6,70
42721,7.1,7
27523,6.4,11
28955,5.2,12
27313,6.2,21
4638,7.4,2252
68979,6.0,2
11841,7.6,72
28261,6.8,25
83980,6.8,6
94393,7.4,7
9695,4.8,33
24653,7.6,125
1993,6.0,22
28710,6.3,14
28438,6.4,18
97548,7.0,5
11945,6.2,13
12554,6.9,43
26598,7.1,19
5691,6.1,36
6443,7.7,9
1738,5.9,880
1253,6.3,64
38021,6.5,2
15325,7.5,13
34389,6.8,6
15163,7.0,95
14375,7.3,112
10845,4.9,70
31659,6.1,26
15582,3.8,47
42999,6.8,16
31015,6.8,4
1949,7.3,2080
11330,7.1,65
99259,5.0,1
10942,6.4,57
7006,5.6,80
27040,7.7,57
11199,5.7,666
41393,4.0,4
9784,5.3,46
25530,5.0,4
36610,6.2,19
50812,5.8,11
27864,6.1,10
8965,5.4,166
14710,6.1,24
14624,6.8,78
1271,7.0,5092
10790,5.4,64
18019,6.5,37
64142,7.0,2
61648,10.0,1
14055,6.7,131
2267,5.9,116
6691,6.4,215
1255,6.7,546
47249,5.8,18
49709,4.0,5
31040,6.5,2
