id,id_genero,Genero
862,16.0,Animation
8844,12.0,Adventure
15602,10749.0,Romance
31357,35.0,Comedy
11862,35.0,Comedy
949,28.0,Action
11860,35.0,Comedy
45325,28.0,Action
9091,28.0,Action
710,12.0,Adventure
9087,35.0,Comedy
12110,35.0,Comedy
21032,10751.0,Family
10858,36.0,History
1408,28.0,Action
524,18.0,Drama
4584,18.0,Drama
5,80.0,Crime
9273,80.0,Crime
11517,28.0,Action
8012,35.0,Comedy
1710,18.0,Drama
9691,28.0,Action
12665,18.0,Drama
451,18.0,Drama
16420,18.0,Drama
9263,35.0,Comedy
17015,18.0,Drama
902,14.0,Fantasy
37557,18.0,Drama
9909,18.0,Drama
63,878.0,Science Fiction
78802,10749.0,Romance
9598,14.0,Fantasy
47018,36.0,History
687,18.0,Drama
139405,12.0,Adventure
33689,35.0,Comedy
9603,35.0,Comedy
34615,18.0,Drama
31174,18.0,Drama
11443,28.0,Action
35196,18.0,Drama
9312,28.0,Action
577,14.0,Fantasy
11861,18.0,Drama
807,80.0,Crime
10530,12.0,Adventure
8391,18.0,Drama
629,18.0,Drama
117164,28.0,Action
11448,35.0,Comedy
49133,18.0,Drama
26441,28.0,Action
97406,18.0,Drama
9089,35.0,Comedy
11010,35.0,Comedy
99040,53.0,Thriller
11359,12.0,Adventure
17182,18.0,Drama
2054,10402.0,Music
10607,35.0,Comedy
19760,35.0,Comedy
9536,35.0,Comedy
11525,28.0,Action
40628,18.0,Drama
4482,35.0,Comedy
10634,35.0,Comedy
755,27.0,Horror
11859,28.0,Action
28387,35.0,Comedy
48750,18.0,Drama
20927,18.0,Drama
36929,35.0,Comedy
9102,27.0,Horror
124626,99.0,Documentary
27526,18.0,Drama
9623,18.0,Drama
46785,10751.0,Family
400,18.0,Drama
880,18.0,Drama
146599,10749.0,Romance
8447,18.0,Drama
10534,28.0,Action
17414,12.0,Adventure
13997,35.0,Comedy
2086,80.0,Crime
61548,18.0,Drama
9095,18.0,Drama
12158,35.0,Comedy
9283,35.0,Comedy
9208,28.0,Action
40154,35.0,Comedy
406,18.0,Drama
45549,28.0,Action
63076,99.0,Documentary
11062,18.0,Drama
13685,35.0,Comedy
47475,35.0,Comedy
2045,18.0,Drama
9614,35.0,Comedy
688,18.0,Drama
11907,18.0,Drama
10874,28.0,Action
89333,99.0,Documentary
96357,80.0,Crime
197,28.0,Action
103,80.0,Crime
33542,80.0,Crime
43566,18.0,Drama
71754,18.0,Drama
43612,35.0,Comedy
51352,99.0,Documentary
16934,35.0,Comedy
10324,35.0,Comedy
78406,35.0,Comedy
55731,28.0,Action
32119,18.0,Drama
11066,35.0,Comedy
11104,18.0,Drama
37975,18.0,Drama
2074,35.0,Comedy
27793,14.0,Fantasy
44284,18.0,Drama
110972,35.0,Comedy
32622,35.0,Comedy
73067,18.0,Drama
11863,28.0,Action
55475,35.0,Comedy
124636,10402.0,Music
9101,35.0,Comedy
123360,99.0,Documentary
5757,35.0,Comedy
39428,18.0,Drama
9302,18.0,Drama
11000,35.0,Comedy
249882,18.0,Drama
16388,35.0,Comedy
9737,28.0,Action
30765,28.0,Action
10474,18.0,Drama
22279,10749.0,Romance
30157,80.0,Crime
568,18.0,Drama
11780,12.0,Adventure
34996,18.0,Drama
414,28.0,Action
649,18.0,Drama
1873,18.0,Drama
5894,35.0,Comedy
1775,28.0,Action
8839,14.0,Fantasy
20649,9648.0,Mystery
10329,28.0,Action
8963,28.0,Action
26564,99.0,Documentary
8068,53.0,Thriller
8512,18.0,Drama
1572,28.0,Action
13552,28.0,Action
259209,18.0,Drama
6520,28.0,Action
9073,12.0,Adventure
10428,28.0,Action
17447,35.0,Comedy
9886,12.0,Adventure
9482,878.0,Science Fiction
19326,35.0,Comedy
9344,18.0,Drama
9071,18.0,Drama
8973,9648.0,Mystery
15730,35.0,Comedy
47608,18.0,Drama
2293,10749.0,Romance
9070,28.0,Action
68274,35.0,Comedy
48787,53.0,Thriller
34574,27.0,Horror
1642,80.0,Crime
11472,35.0,Comedy
36196,35.0,Comedy
11980,14.0,Fantasy
58372,14.0,Fantasy
32646,18.0,Drama
10533,18.0,Drama
56088,99.0,Documentary
10802,18.0,Drama
10149,35.0,Comedy
18402,35.0,Comedy
9348,878.0,Science Fiction
139408,18.0,Drama
281,80.0,Crime
5967,18.0,Drama
79593,53.0,Thriller
47939,18.0,Drama
36834,18.0,Drama
9090,35.0,Comedy
3512,28.0,Action
52856,35.0,Comedy
77350,99.0,Documentary
9560,18.0,Drama
9804,12.0,Adventure
31611,18.0,Drama
65796,28.0,Action
49805,18.0,Drama
26258,12.0,Adventure
50797,18.0,Drama
19155,18.0,Drama
76,18.0,Drama
11017,35.0,Comedy
37141,18.0,Drama
9382,35.0,Comedy
6715,18.0,Drama
18256,53.0,Thriller
22625,18.0,Drama
2292,35.0,Comedy
1909,10749.0,Romance
8984,18.0,Drama
61813,53.0,Thriller
4954,28.0,Action
62488,80.0,Crime
10531,18.0,Drama
11929,80.0,Crime
8467,35.0,Comedy
10451,35.0,Comedy
20156,18.0,Drama
18395,53.0,Thriller
522,35.0,Comedy
397,35.0,Comedy
10525,35.0,Comedy
27985,28.0,Action
15789,10749.0,Romance
27303,18.0,Drama
21183,18.0,Drama
10954,36.0,History
47867,18.0,Drama
43475,14.0,Fantasy
72031,18.0,Drama
14275,99.0,Documentary
1024,18.0,Drama
17207,35.0,Comedy
13701,18.0,Drama
14819,35.0,Comedy
32631,28.0,Action
11777,35.0,Comedy
628,27.0,Horror
87729,18.0,Drama
18713,35.0,Comedy
6280,35.0,Comedy
9061,28.0,Action
37108,12.0,Adventure
6071,28.0,Action
11,12.0,Adventure
9587,18.0,Drama
19101,18.0,Drama
49980,18.0,Drama
17961,80.0,Crime
18183,18.0,Drama
4476,12.0,Adventure
11008,12.0,Adventure
47504,28.0,Action
32325,80.0,Crime
43742,18.0,Drama
28313,18.0,Drama
11318,35.0,Comedy
3036,18.0,Drama
40490,28.0,Action
24070,35.0,Comedy
8986,35.0,Comedy
10510,14.0,Fantasy
17402,35.0,Comedy
38722,35.0,Comedy
8438,80.0,Crime
11593,18.0,Drama
1945,18.0,Drama
39310,80.0,Crime
109560,28.0,Action
56428,27.0,Horror
63105,878.0,Science Fiction
131957,18.0,Drama
241,80.0,Crime
9058,35.0,Comedy
527,18.0,Drama
18220,18.0,Drama
6950,28.0,Action
101,53.0,Thriller
63020,35.0,Comedy
2307,35.0,Comedy
680,53.0,Thriller
41478,18.0,Drama
25296,35.0,Comedy
40156,18.0,Drama
11450,36.0,History
30304,18.0,Drama
10452,18.0,Drama
12106,28.0,Action
161495,18.0,Drama
3586,18.0,Drama
110,18.0,Drama
108,18.0,Drama
109,35.0,Comedy
159185,18.0,Drama
36357,35.0,Comedy
92769,27.0,Horror
28033,35.0,Comedy
22586,16.0,Animation
14334,18.0,Drama
2636,28.0,Action
2164,28.0,Action
11395,14.0,Fantasy
278,18.0,Drama
9905,80.0,Crime
87078,18.0,Drama
12527,35.0,Comedy
20306,80.0,Crime
36614,35.0,Comedy
27993,35.0,Comedy
31439,18.0,Drama
9067,28.0,Action
9059,27.0,Horror
193,878.0,Science Fiction
25066,80.0,Crime
46797,18.0,Drama
12122,53.0,Thriller
11381,35.0,Comedy
32636,18.0,Drama
36141,53.0,Thriller
95963,18.0,Drama
1587,10749.0,Romance
9271,28.0,Action
2064,35.0,Comedy
19855,18.0,Drama
60855,35.0,Comedy
236,18.0,Drama
48287,35.0,Comedy
3049,35.0,Comedy
2759,18.0,Drama
12635,18.0,Drama
10497,53.0,Thriller
11382,28.0,Action
9331,28.0,Action
10731,18.0,Drama
10464,35.0,Comedy
34152,35.0,Comedy
9495,14.0,Fantasy
29973,18.0,Drama
888,14.0,Fantasy
13,35.0,Comedy
712,35.0,Comedy
16295,10749.0,Romance
48992,35.0,Comedy
10879,28.0,Action
10660,35.0,Comedy
10714,12.0,Adventure
41647,99.0,Documentary
8587,10751.0,Family
1689,18.0,Drama
11596,27.0,Horror
854,10749.0,Romance
9359,28.0,Action
23333,18.0,Drama
36593,35.0,Comedy
12280,35.0,Comedy
2788,18.0,Drama
10427,80.0,Crime
11011,35.0,Comedy
49803,18.0,Drama
8987,28.0,Action
1637,28.0,Action
15128,35.0,Comedy
8831,53.0,Thriller
36955,28.0,Action
10449,18.0,Drama
10395,14.0,Fantasy
12160,18.0,Drama
40480,28.0,Action
52038,35.0,Comedy
29444,35.0,Comedy
26352,28.0,Action
39953,18.0,Drama
41580,18.0,Drama
315,28.0,Action
22067,80.0,Crime
18242,16.0,Animation
11667,28.0,Action
32502,28.0,Action
28732,28.0,Action
75555,27.0,Horror
42981,99.0,Documentary
278939,10749.0,Romance
291731,53.0,Thriller
226229,28.0,Action
203119,35.0,Comedy
316098,99.0,Documentary
8011,28.0,Action
2654,27.0,Horror
18069,18.0,Drama
19092,80.0,Crime
2758,35.0,Comedy
38129,35.0,Comedy
10436,18.0,Drama
13595,35.0,Comedy
46094,35.0,Comedy
9409,28.0,Action
11853,28.0,Action
16771,35.0,Comedy
46924,18.0,Drama
11041,35.0,Comedy
306,28.0,Action
14522,28.0,Action
26203,9648.0,Mystery
178,18.0,Drama
19819,18.0,Drama
57834,18.0,Drama
4722,27.0,Horror
18215,18.0,Drama
1607,18.0,Drama
26391,35.0,Comedy
117553,18.0,Drama
6075,28.0,Action
11310,28.0,Action
18658,35.0,Comedy
9350,28.0,Action
9612,35.0,Comedy
2124,18.0,Drama
26261,28.0,Action
19176,37.0,Western
49299,18.0,Drama
11566,35.0,Comedy
9571,35.0,Comedy
9739,80.0,Crime
24257,99.0,Documentary
34444,37.0,Western
26141,35.0,Comedy
10997,18.0,Drama
50463,18.0,Drama
10443,18.0,Drama
20239,35.0,Comedy
16297,35.0,Comedy
18551,18.0,Drama
25440,35.0,Comedy
9024,35.0,Comedy
37233,18.0,Drama
1634,10751.0,Family
13815,80.0,Crime
5503,12.0,Adventure
35588,36.0,History
2087,18.0,Drama
41579,10751.0,Family
18620,18.0,Drama
41006,35.0,Comedy
4916,18.0,Drama
2019,28.0,Action
31642,36.0,History
9255,28.0,Action
26271,35.0,Comedy
10612,18.0,Drama
2259,10749.0,Romance
16097,35.0,Comedy
11934,35.0,Comedy
106143,35.0,Comedy
12475,35.0,Comedy
9386,28.0,Action
7984,18.0,Drama
59930,35.0,Comedy
15765,18.0,Drama
31643,35.0,Comedy
6,28.0,Action
329,12.0,Adventure
10909,53.0,Thriller
507,28.0,Action
34024,18.0,Drama
29918,28.0,Action
9593,12.0,Adventure
42580,35.0,Comedy
22317,28.0,Action
1413,18.0,Drama
12121,35.0,Comedy
2246,18.0,Drama
10502,18.0,Drama
10440,35.0,Comedy
9516,18.0,Drama
2320,28.0,Action
5879,18.0,Drama
83718,53.0,Thriller
11971,18.0,Drama
2625,18.0,Drama
31911,35.0,Comedy
788,35.0,Comedy
21450,35.0,Comedy
11231,12.0,Adventure
41588,35.0,Comedy
10447,28.0,Action
31586,35.0,Comedy
9300,10749.0,Romance
9559,80.0,Crime
9800,18.0,Drama
713,18.0,Drama
8291,18.0,Drama
18133,18.0,Drama
25557,27.0,Horror
22588,35.0,Comedy
10872,35.0,Comedy
1245,18.0,Drama
11858,35.0,Comedy
7007,28.0,Action
10467,35.0,Comedy
5550,28.0,Action
8005,35.0,Comedy
2088,28.0,Action
10412,28.0,Action
47889,18.0,Drama
14534,18.0,Drama
56583,18.0,Drama
41878,18.0,Drama
424,18.0,Drama
35233,35.0,Comedy
14291,18.0,Drama
103413,18.0,Drama
11236,18.0,Drama
11592,35.0,Comedy
8850,12.0,Adventure
10445,18.0,Drama
695,35.0,Comedy
43535,18.0,Drama
12519,35.0,Comedy
23210,9648.0,Mystery
858,35.0,Comedy
867,18.0,Drama
78,878.0,Science Fiction
13203,35.0,Comedy
10442,35.0,Comedy
11074,80.0,Crime
33367,36.0,History
9607,12.0,Adventure
17585,28.0,Action
9057,28.0,Action
20967,18.0,Drama
10635,35.0,Comedy
9479,14.0,Fantasy
10057,28.0,Action
11969,28.0,Action
41590,18.0,Drama
319,28.0,Action
26408,99.0,Documentary
15139,14.0,Fantasy
161158,18.0,Drama
85247,53.0,Thriller
11446,35.0,Comedy
51980,18.0,Drama
24405,35.0,Comedy
11655,18.0,Drama
11800,35.0,Comedy
8223,35.0,Comedy
14587,35.0,Comedy
31504,35.0,Comedy
41653,18.0,Drama
53185,10770.0,TV Movie
95743,18.0,Drama
23637,35.0,Comedy
17600,35.0,Comedy
10897,10749.0,Romance
349394,35.0,Comedy
21352,18.0,Drama
68806,53.0,Thriller
37345,35.0,Comedy
32562,36.0,History
47507,18.0,Drama
25403,35.0,Comedy
124304,10749.0,Romance
9066,35.0,Comedy
771,35.0,Comedy
251,14.0,Fantasy
812,16.0,Animation
280,28.0,Action
581,12.0,Adventure
80350,53.0,Thriller
268,14.0,Fantasy
274,80.0,Crime
408,14.0,Fantasy
10020,10749.0,Romance
10895,16.0,Animation
114,10749.0,Romance
41043,35.0,Comedy
576,12.0,Adventure
15477,80.0,Crime
59146,18.0,Drama
30528,35.0,Comedy
7300,35.0,Comedy
10824,27.0,Horror
261246,10749.0,Romance
275,80.0,Crime
25059,12.0,Adventure
11827,16.0,Animation
8766,27.0,Horror
23570,35.0,Comedy
47333,18.0,Drama
54850,18.0,Drama
51242,35.0,Comedy
10112,16.0,Animation
4307,18.0,Drama
46029,35.0,Comedy
32308,35.0,Comedy
88893,12.0,Adventure
52873,18.0,Drama
340210,53.0,Thriller
44281,35.0,Comedy
28121,35.0,Comedy
12520,35.0,Comedy
1592,80.0,Crime
36447,18.0,Drama
19042,10749.0,Romance
38884,18.0,Drama
47449,35.0,Comedy
36259,14.0,Fantasy
41852,35.0,Comedy
40926,18.0,Drama
9099,35.0,Comedy
2021,35.0,Comedy
61752,35.0,Comedy
10988,18.0,Drama
11479,12.0,Adventure
398959,10749.0,Romance
287305,35.0,Comedy
339428,35.0,Comedy
12652,18.0,Drama
10684,18.0,Drama
954,12.0,Adventure
68445,18.0,Drama
18989,18.0,Drama
10801,35.0,Comedy
54285,27.0,Horror
8840,14.0,Fantasy
278978,18.0,Drama
124625,18.0,Drama
11107,28.0,Action
16417,18.0,Drama
10363,80.0,Crime
161070,10749.0,Romance
10539,12.0,Adventure
10543,18.0,Drama
18414,35.0,Comedy
47502,35.0,Comedy
11902,10752.0,War
27098,10752.0,War
25087,28.0,Action
5801,18.0,Drama
896,18.0,Drama
3065,35.0,Comedy
2300,16.0,Animation
8069,878.0,Science Fiction
288173,53.0,Thriller
187851,35.0,Comedy
27768,18.0,Drama
221917,18.0,Drama
8072,18.0,Drama
35797,18.0,Drama
88030,99.0,Documentary
83857,27.0,Horror
33245,18.0,Drama
124460,18.0,Drama
27281,28.0,Action
105045,18.0,Drama
40001,35.0,Comedy
29621,28.0,Action
117730,18.0,Drama
20762,28.0,Action
37144,80.0,Crime
48260,80.0,Crime
12656,28.0,Action
38867,18.0,Drama
25969,35.0,Comedy
44103,18.0,Drama
753,18.0,Drama
43634,10749.0,Romance
9103,28.0,Action
90214,35.0,Comedy
29649,18.0,Drama
10990,18.0,Drama
8866,35.0,Comedy
12233,16.0,Animation
23449,35.0,Comedy
36355,12.0,Adventure
37667,18.0,Drama
90148,18.0,Drama
922,18.0,Drama
11876,10752.0,War
52633,28.0,Action
62364,35.0,Comedy
11687,14.0,Fantasy
9304,35.0,Comedy
73183,99.0,Documentary
131232,18.0,Drama
9100,18.0,Drama
20759,35.0,Comedy
46063,18.0,Drama
32513,35.0,Comedy
40651,16.0,Animation
36915,18.0,Drama
40507,28.0,Action
9802,28.0,Action
25697,35.0,Comedy
21588,14.0,Fantasy
664,28.0,Action
11867,28.0,Action
47119,18.0,Drama
314352,35.0,Comedy
9323,28.0,Action
10280,27.0,Horror
10535,28.0,Action
124613,35.0,Comedy
532,10751.0,Family
26744,18.0,Drama
16299,35.0,Comedy
10547,28.0,Action
245268,18.0,Drama
935,18.0,Drama
55613,27.0,Horror
41007,35.0,Comedy
35645,18.0,Drama
110465,10751.0,Family
255546,99.0,Documentary
40751,18.0,Drama
85778,99.0,Documentary
11101,18.0,Drama
9826,12.0,Adventure
9879,18.0,Drama
63564,18.0,Drama
22621,18.0,Drama
7095,35.0,Comedy
26890,18.0,Drama
46732,35.0,Comedy
124633,18.0,Drama
202425,10402.0,Music
77771,18.0,Drama
181083,18.0,Drama
41225,18.0,Drama
87190,37.0,Western
627,18.0,Drama
32872,35.0,Comedy
602,28.0,Action
14553,18.0,Drama
9566,18.0,Drama
10545,18.0,Drama
9894,35.0,Comedy
11543,35.0,Comedy
9268,28.0,Action
52059,99.0,Documentary
9327,14.0,Fantasy
123763,18.0,Drama
81949,18.0,Drama
44535,35.0,Comedy
44495,18.0,Drama
78285,35.0,Comedy
11228,28.0,Action
10779,27.0,Horror
26748,18.0,Drama
38223,35.0,Comedy
9294,18.0,Drama
49963,35.0,Comedy
11363,35.0,Comedy
1645,80.0,Crime
31546,18.0,Drama
77056,10749.0,Romance
36344,12.0,Adventure
18550,28.0,Action
11511,14.0,Fantasy
34170,10751.0,Family
109478,28.0,Action
124645,10752.0,War
12606,35.0,Comedy
69895,35.0,Comedy
35206,12.0,Adventure
151489,10752.0,War
4837,18.0,Drama
12632,18.0,Drama
9098,35.0,Comedy
282919,18.0,Drama
124614,53.0,Thriller
18975,16.0,Animation
11962,14.0,Fantasy
2925,35.0,Comedy
28628,10749.0,Romance
3595,28.0,Action
9308,35.0,Comedy
92381,35.0,Comedy
18555,28.0,Action
12123,28.0,Action
10830,35.0,Comedy
3573,18.0,Drama
10546,28.0,Action
18862,35.0,Comedy
31417,18.0,Drama
9431,27.0,Horror
124619,18.0,Drama
46986,18.0,Drama
144982,18.0,Drama
47907,35.0,Comedy
10061,28.0,Action
36266,80.0,Crime
549,18.0,Drama
10478,35.0,Comedy
66634,18.0,Drama
116690,18.0,Drama
213917,18.0,Drama
238,18.0,Drama
159,35.0,Comedy
11134,28.0,Action
88224,18.0,Drama
132641,18.0,Drama
9303,80.0,Crime
23945,35.0,Comedy
37820,18.0,Drama
22479,53.0,Thriller
9054,35.0,Comedy
241058,10749.0,Romance
11985,18.0,Drama
10232,18.0,Drama
59569,18.0,Drama
410921,28.0,Action
38955,28.0,Action
110513,35.0,Comedy
114089,18.0,Drama
11015,27.0,Horror
9306,14.0,Fantasy
12559,35.0,Comedy
58770,18.0,Drama
3587,14.0,Fantasy
10723,28.0,Action
56077,18.0,Drama
19004,16.0,Animation
253632,53.0,Thriller
10987,27.0,Horror
44705,18.0,Drama
20318,18.0,Drama
43596,18.0,Drama
79782,18.0,Drama
26933,18.0,Drama
27854,18.0,Drama
981,35.0,Comedy
872,35.0,Comedy
2769,18.0,Drama
13320,10402.0,Music
164,35.0,Comedy
426,9648.0,Mystery
567,18.0,Drama
3078,35.0,Comedy
13528,18.0,Drama
28288,35.0,Comedy
213,9648.0,Mystery
284,35.0,Comedy
239,35.0,Comedy
4808,35.0,Comedy
289,18.0,Drama
963,9648.0,Mystery
11113,18.0,Drama
6620,35.0,Comedy
804,35.0,Comedy
26531,18.0,Drama
909,35.0,Comedy
630,12.0,Adventure
770,18.0,Drama
31044,35.0,Comedy
599,18.0,Drama
15,9648.0,Mystery
62,878.0,Science Fiction
121357,12.0,Adventure
705,18.0,Drama
22490,35.0,Comedy
223,18.0,Drama
25670,9648.0,Mystery
303,53.0,Thriller
4174,18.0,Drama
8356,18.0,Drama
381,80.0,Crime
20758,35.0,Comedy
29376,35.0,Comedy
1859,35.0,Comedy
18299,35.0,Comedy
17281,35.0,Comedy
64382,35.0,Comedy
10907,28.0,Action
32093,28.0,Action
1939,18.0,Drama
22292,14.0,Fantasy
3598,12.0,Adventure
3080,35.0,Comedy
198,35.0,Comedy
13562,35.0,Comedy
1712,28.0,Action
220,18.0,Drama
3529,35.0,Comedy
3085,35.0,Comedy
2897,12.0,Adventure
1585,18.0,Drama
3083,35.0,Comedy
900,35.0,Comedy
43795,18.0,Drama
85638,18.0,Drama
50001,35.0,Comedy
43905,18.0,Drama
22688,35.0,Comedy
23114,18.0,Drama
26378,53.0,Thriller
40206,35.0,Comedy
22356,10749.0,Romance
260,28.0,Action
43488,10752.0,War
22613,28.0,Action
10331,27.0,Horror
488,12.0,Adventure
22733,28.0,Action
261,18.0,Drama
57575,10749.0,Romance
32574,18.0,Drama
22657,18.0,Drama
76464,35.0,Comedy
22649,18.0,Drama
176841,10402.0,Music
125587,18.0,Drama
39448,28.0,Action
52855,18.0,Drama
39940,18.0,Drama
85328,35.0,Comedy
124632,99.0,Documentary
11076,28.0,Action
63945,18.0,Drama
58985,18.0,Drama
890,18.0,Drama
10861,28.0,Action
1770,18.0,Drama
44465,18.0,Drama
2033,18.0,Drama
18203,18.0,Drama
9333,28.0,Action
47260,28.0,Action
9400,18.0,Drama
9401,35.0,Comedy
12241,35.0,Comedy
25739,35.0,Comedy
11306,18.0,Drama
9625,28.0,Action
10680,28.0,Action
6346,80.0,Crime
18660,35.0,Comedy
35115,28.0,Action
14821,12.0,Adventure
14136,35.0,Comedy
10869,10749.0,Romance
22660,12.0,Adventure
19186,35.0,Comedy
31102,12.0,Adventure
6878,12.0,Adventure
15944,35.0,Comedy
18444,12.0,Adventure
20723,18.0,Drama
173,12.0,Adventure
864,35.0,Comedy
24795,14.0,Fantasy
11224,10751.0,Family
81310,16.0,Animation
15947,16.0,Animation
9078,16.0,Animation
29682,16.0,Animation
8367,12.0,Adventure
433,35.0,Comedy
11360,16.0,Animation
11114,14.0,Fantasy
12335,12.0,Adventure
12092,16.0,Animation
10948,12.0,Adventure
11229,35.0,Comedy
15121,18.0,Drama
562,28.0,Action
10163,27.0,Horror
48862,18.0,Drama
117036,99.0,Documentary
47199,18.0,Drama
11159,18.0,Drama
9591,35.0,Comedy
30500,18.0,Drama
41843,18.0,Drama
55058,35.0,Comedy
10938,35.0,Comedy
11412,80.0,Crime
10586,12.0,Adventure
42314,99.0,Documentary
27845,35.0,Comedy
108365,18.0,Drama
23223,80.0,Crime
49471,18.0,Drama
38153,28.0,Action
25147,18.0,Drama
9716,10402.0,Music
43777,18.0,Drama
454,18.0,Drama
10218,35.0,Comedy
819,80.0,Crime
38191,18.0,Drama
56830,18.0,Drama
11238,12.0,Adventure
27256,9648.0,Mystery
31530,35.0,Comedy
66473,35.0,Comedy
28120,80.0,Crime
1834,80.0,Crime
26282,12.0,Adventure
37218,10752.0,War
252,10751.0,Family
116356,35.0,Comedy
16372,27.0,Horror
11561,35.0,Comedy
11302,35.0,Comedy
623,35.0,Comedy
583,35.0,Comedy
12614,35.0,Comedy
21711,35.0,Comedy
11575,12.0,Adventure
475,80.0,Crime
11331,12.0,Adventure
521,80.0,Crime
88,18.0,Drama
500,80.0,Crime
792,18.0,Drama
8491,35.0,Comedy
402,53.0,Thriller
10537,18.0,Drama
11386,10749.0,Romance
9504,80.0,Crime
15764,18.0,Drama
601,878.0,Science Fiction
67365,35.0,Comedy
25842,14.0,Fantasy
2119,12.0,Adventure
744,28.0,Action
136311,28.0,Action
221,18.0,Drama
702,18.0,Drama
25750,27.0,Horror
17642,99.0,Documentary
427043,35.0,Comedy
146341,80.0,Crime
9305,99.0,Documentary
37616,35.0,Comedy
11112,35.0,Comedy
21612,80.0,Crime
141210,35.0,Comedy
102461,18.0,Drama
36998,18.0,Drama
200383,28.0,Action
116844,18.0,Drama
1630,18.0,Drama
26626,35.0,Comedy
124837,99.0,Documentary
11816,18.0,Drama
11843,9648.0,Mystery
10379,35.0,Comedy
2756,12.0,Adventure
790,27.0,Horror
1103,878.0,Science Fiction
11298,18.0,Drama
4480,18.0,Drama
4481,18.0,Drama
49688,18.0,Drama
10765,35.0,Comedy
762,12.0,Adventure
44497,10749.0,Romance
278621,18.0,Drama
99479,18.0,Drama
55049,35.0,Comedy
124829,99.0,Documentary
79306,99.0,Documentary
10548,99.0,Documentary
531,16.0,Animation
104931,99.0,Documentary
4483,9648.0,Mystery
18919,16.0,Animation
31556,18.0,Drama
26167,80.0,Crime
26174,53.0,Thriller
61461,18.0,Drama
117500,18.0,Drama
127973,35.0,Comedy
659,18.0,Drama
30892,18.0,Drama
86369,18.0,Drama
8074,35.0,Comedy
124676,18.0,Drama
38554,35.0,Comedy
49763,27.0,Horror
41326,99.0,Documentary
36555,28.0,Action
10608,35.0,Comedy
11216,18.0,Drama
7452,80.0,Crime
64567,35.0,Comedy
892,35.0,Comedy
1600,18.0,Drama
26561,10749.0,Romance
975,18.0,Drama
18129,80.0,Crime
54405,35.0,Comedy
150823,37.0,Western
409,18.0,Drama
38251,35.0,Comedy
10161,18.0,Drama
1412,18.0,Drama
41768,18.0,Drama
10409,35.0,Comedy
14285,9648.0,Mystery
2469,35.0,Comedy
10174,99.0,Documentary
31225,99.0,Documentary
510,18.0,Drama
11455,35.0,Comedy
1891,12.0,Adventure
2493,12.0,Adventure
85,12.0,Adventure
68,35.0,Comedy
679,27.0,Horror
429,37.0,Western
13446,35.0,Comedy
389,18.0,Drama
947,12.0,Adventure
185,878.0,Science Fiction
595,80.0,Crime
28,18.0,Drama
335,37.0,Western
1892,12.0,Adventure
144,18.0,Drama
1092,53.0,Thriller
769,18.0,Drama
348,27.0,Horror
766,14.0,Fantasy
175,12.0,Adventure
11645,28.0,Action
10835,28.0,Action
539,18.0,Drama
525,10402.0,Music
240,18.0,Drama
600,18.0,Drama
530,12.0,Adventure
10705,10752.0,War
279,18.0,Drama
3109,35.0,Comedy
311,18.0,Drama
1578,18.0,Drama
703,35.0,Comedy
9549,18.0,Drama
1398,18.0,Drama
387,28.0,Action
9277,35.0,Comedy
343,35.0,Comedy
37291,18.0,Drama
490,14.0,Fantasy
11235,35.0,Comedy
218,28.0,Action
763,27.0,Horror
9665,10752.0,War
18971,35.0,Comedy
696,35.0,Comedy
379,18.0,Drama
207,18.0,Drama
37247,18.0,Drama
1480,18.0,Drama
9322,28.0,Action
826,18.0,Drama
422,14.0,Fantasy
829,80.0,Crime
828,18.0,Drama
3090,28.0,Action
9964,28.0,Action
3063,35.0,Comedy
13667,35.0,Comedy
694,27.0,Horror
235,80.0,Crime
832,18.0,Drama
765,27.0,Horror
5925,12.0,Adventure
11778,18.0,Drama
4485,28.0,Action
137,10749.0,Romance
33,37.0,Western
982,9648.0,Mystery
8428,10402.0,Music
212,35.0,Comedy
105,12.0,Adventure
1633,18.0,Drama
11202,18.0,Drama
1554,80.0,Crime
149,878.0,Science Fiction
8009,12.0,Adventure
903,80.0,Crime
11673,18.0,Drama
3034,35.0,Comedy
339,35.0,Comedy
10404,18.0,Drama
914,35.0,Comedy
756,16.0,Animation
288,37.0,Western
910,80.0,Crime
2640,53.0,Thriller
16633,878.0,Science Fiction
665,28.0,Action
11031,35.0,Comedy
11314,99.0,Documentary
15143,18.0,Drama
89,12.0,Adventure
10322,35.0,Comedy
783,18.0,Drama
10644,35.0,Comedy
11257,18.0,Drama
14370,35.0,Comedy
12104,10402.0,Music
625,10752.0,War
8816,18.0,Drama
830,12.0,Adventure
2323,18.0,Drama
983,12.0,Adventure
642,36.0,History
655,18.0,Drama
10341,53.0,Thriller
639,35.0,Comedy
30180,99.0,Documentary
31388,10751.0,Family
41801,18.0,Drama
66034,18.0,Drama
348138,10749.0,Romance
96288,99.0,Documentary
61536,35.0,Comedy
18762,35.0,Comedy
8077,878.0,Science Fiction
814,27.0,Horror
41671,27.0,Horror
27214,27.0,Horror
52263,27.0,Horror
33519,27.0,Horror
16235,27.0,Horror
11449,18.0,Drama
41848,27.0,Horror
25944,27.0,Horror
24913,27.0,Horror
49126,14.0,Fantasy
32076,80.0,Crime
571,27.0,Horror
8851,27.0,Horror
37843,878.0,Science Fiction
32146,27.0,Horror
30346,53.0,Thriller
